NOM_AGENCE;NUM_AGENCE;NOM_DOSSIER;DAT_RECEPT;NUM_AGREMENT;LOT_NUM_REF;LOT_ADR_1;LOT_ADR_2;LOT_CP;LOT_VILLE;MNT_LOYER;LOT_TYP;LOT_MEUBLE;LOT_SUPERFICIE;PRES_DOS_FIC;NOM_REFERENT;DAT_DEB_TRAIT;DAT_COMPLET;DAT_INFO_AGENCE;FLG_COMPLET;JUST_MANQ;DAT_JUST_MANQ;RESULT_EFF;DOSS_PHASE;DOSS_STATUT;FLG_GARANTI;NUM_CONTRAT;CAUSE_REFUS;DOSS_COMMENT;DAT_SIGN_BAIL;DAT_EFF_BAIL;NB_LOC
Schmitt - Aubert;0559732645;Michel;21/10/2019 14:11:24;AGR_2019102113F0;undefined_06f74088-b5a4-4b56-96cf-f31071aec9da;2002 Dupuis de Rivoli;;07515;North Paul;999.40;t2;ABS;55236;OUI;David;21/10/2019 15:07:58;21/10/2019 15:19:10;21/10/2019 17:21:28;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 361605310;;Et eum natus dolores porro pariatur quas animi velit nihil. Animi illo saepe molestiae voluptas quae sapiente. Asperiores commodi distinctio. Ut officiis recusandae et nihil quas quis. Dolorem et repudiandae quis praesentium incidunt.;;28/10/2019;1
Pons SEM;+33 711992362;Adam;21/10/2019 16:23:39;AGR_2019102119JF;undefined_1f719ebb-7f68-488d-95a8-30e977741480;87771 Vidal d'Alésia;;26289;Lake Mathis;149.43;f1;ABS;7023;OUI;Vasseur;21/10/2019 16:35:47;21/10/2019 16:44:32;21/10/2019 17:23:29;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 438507305;;Cumque deleniti sit eum quidem enim eaque reiciendis. Et modi quas tenetur est ut itaque magni veritatis dolorem. Omnis qui possimus sed sit dolorem libero consequuntur sint. Provident quod reiciendis. Excepturi quo et autem ut rerum vitae exercitationem exercitationem ratione.;;28/10/2019;1
Picard, Francois and Bertrand;+33 182545965;Brunet;18/10/2019 10:43:50;AGR_201910180TT2;undefined_9f7b361a-48c0-4402-8277-17106bc946de;73309 Caron Pastourelle;;75937;Mohamedport;621.00;t2;ABS;77342;OUI;Fontaine;18/10/2019 11:58:48;21/10/2019 15:34:57;21/10/2019 17:27:59;OUI;;18/10/2019 16:20:04;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 227055476;;Tempora assumenda odio dolor dolores nesciunt quas quaerat impedit. Sunt consequatur nemo similique. Sed quia deleniti dolore distinctio adipisci et aliquid cum. Consequatur consequatur saepe atque aut praesentium rerum. In eveniet enim quas laboriosam consequatur incidunt repellendus. Eligendi mollitia ut dicta sed aut.;;18/10/2019;1
Moreau, Julien and Fleury;+33 395018606;Blanc;15/10/2019 12:36:25;AGR_201910150Z0P;C016261A_7916b9c5-1177-4759-8956-8307b0e20261;09172 Vincent Mouffetard;;97778;South Ethan;774.85;f1;ABS;558;OUI;Roy;15/10/2019 13:44:25;21/10/2019 15:43:38;21/10/2019 17:32:01;OUI;;21/10/2019 14:28:24;;Terminé;REFUSE;NON;0296260657;TAUX EFF;Qui blanditiis iste. Reiciendis omnis aut. Reiciendis at nemo doloremque. Voluptate occaecati illum voluptates necessitatibus atque. Provident cumque molestias est fuga quisquam voluptatum. Distinctio autem id ratione blanditiis architecto rem sequi voluptate deleniti.;;01/11/2019;3
Hubert - Richard;0124909178;Renault;15/07/2019 11:22:39;AGR_201907150VLR;100841K_31874c98-07f2-4e68-ae4f-35353ed55a2d;584 Romane d'Alésia;;10840;Royerberg;822.22;t1;ABS;44319;OUI;Gonzalez;15/07/2019 17:56:21;22/07/2019 16:11:05;22/07/2019 17:05:13;OUI;;17/07/2019 11:10:07;;Terminé;ACCEPTE;NON;0168622424;;Molestiae necessitatibus minus aut et quo quam. Autem nobis magni illum odio expedita dolorem optio et aliquid. Esse ratione consequuntur odit dolor omnis distinctio omnis fuga. Temporibus aspernatur ut laboriosam.;;15/08/2019;2
Arnaud, Leclerc and Lefebvre;0656465250;Renaud;16/07/2019 09:54:38;AGR_201907160RJ2;002134U_ab3cb8c9-19a7-4b1c-b105-4d99066e0449;5055 Maëlys La Boétie;;19007;North Charlotte;307.84;f1;ABS;14799;OUI;Moulin;16/07/2019 15:21:04;17/07/2019 10:53:32;17/07/2019 12:26:33;OUI;;17/07/2019 10:00:01;;Terminé;ACCEPTE;OUI;0725454939;;Non odit sit. Facere perferendis alias quisquam laborum beatae libero. Esse non qui voluptatum officia. Eum iure voluptas architecto pariatur dicta eos.;;17/07/2019;1
Robert - Guillot;+33 101137759;Benoit;29/07/2019 18:32:55;AGR_201907291FIV;100841K_cc454f58-40a1-4f3c-99e3-1f91faf8925d;105 Clara Montorgueil;;82623;Céliaborough;135.46;t1;ABS;74170;OUI;Roussel;30/07/2019 09:42:47;30/07/2019 10:06:41;30/07/2019 14:41:52;OUI;;;;Terminé;ACCEPTE;OUI;0501749708;;Et id rem. Ullam hic eveniet dolorem et architecto aut et. Dolore cum iusto et aut et omnis cumque. Commodi quibusdam explicabo qui provident hic. Aut dolorum ipsam doloremque est ullam eius aut dolorem.;;15/09/2019;1
Carpentier GIE;+33 141998544;Robert;18/10/2019 12:01:35;AGR_201910180XEN;undefined_cc8969a3-e5c6-43bb-bd3c-2b922d7727ee;4927 Léo du Faubourg-Saint-Denis;;41547;New Thomas;57.35;t1;ABS;31467;OUI;Dumont;18/10/2019 13:18:40;18/10/2019 13:31:23;21/10/2019 17:37:53;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 684666358;;Animi animi suscipit voluptate. Adipisci consequatur quod ab. Possimus est magni eum quisquam cupiditate placeat eum. Aut odit a natus placeat debitis ab aut veniam. Praesentium vel facilis ipsum fuga a et nemo suscipit. Commodi expedita quia quaerat possimus labore aperiam nulla.;;21/10/2019;2
Schmitt, Carpentier and David;+33 317051099;Hubert;29/07/2019 16:37:39;AGR_201907291A6R;100 841 K_c7e6a511-284f-46d5-a56e-11f5674b2ad9;274 Adam de la Chaussée-d'Antin;;90952;Port Alexisstad;830.38;t3;ABS;68338;OUI;Charles;30/07/2019 15:36:23;30/07/2019 16:01:27;30/07/2019 16:17:28;OUI;;;;Terminé;ACCEPTE;OUI;0331565799;;Non et inventore harum sit est aut fugiat et. Cupiditate laudantium quo. Tenetur eveniet qui. Excepturi est ab eaque. Nemo aut qui.;;01/08/2019;2
Marchal - Clement;0195154961;Leroux;18/10/2019 16:29:29;AGR_2019101819T5;C042125N_410c6b95-3fcc-4694-a328-4a378893d2ce;7874 Charpentier Mouffetard;;36495;Romaneshire;99.93;f2;ABS;61453;OUI;Legrand;18/10/2019 16:49:24;21/10/2019 16:49:54;21/10/2019 17:41:07;OUI;;21/10/2019 16:22:06;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0144974225;;Voluptate eos saepe et earum autem perspiciatis distinctio est sapiente. Aut quia quis quia laboriosam omnis natus voluptate recusandae sit. Exercitationem facere sequi est similique sint. Recusandae non ut quae distinctio qui delectus et tempora. Modi quisquam consequatur vel aut omnis assumenda illum vero facere.;;29/10/2019;1
Rousseau, Baron and Royer;0655776811;Gautier;21/10/2019 11:04:46;AGR_201910210URY;undefined_b17b5505-9b1d-4b7f-a0b7-581ee76d439a;661 Lina Molière;;47802;Marieton;905.93;f2;ABS;94163;OUI;Roy;21/10/2019 12:02:36;21/10/2019 12:13:57;21/10/2019 17:49:43;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0503072776;;Consequatur suscipit sit voluptas ut repudiandae reiciendis tempore fugiat. Non illum ad officiis tempore quasi. Et enim tenetur perspiciatis doloremque sapiente placeat debitis magnam.;;28/10/2019;1
Le roux SAS;0539162406;Dubois;14/10/2019 09:53:21;AGR_201910140RGX;undefined_81197b4b-63fa-43f4-96f8-7ba9d273e382;29544 Gautier Saint-Honoré;;37012;North Noémie;391.99;t1;ABS;81389;OUI;Moreau;14/10/2019 11:43:37;14/10/2019 12:06:27;15/10/2019 10:06:27;OUI;;;;Terminé;ACCEPTE;OUI;+33 401280109;;In occaecati quas tempore quae. Sed eveniet iure. Laudantium ab accusamus placeat et ut. Officiis sint dignissimos provident enim autem quis aut itaque. Veniam eum quibusdam mollitia harum aperiam est necessitatibus aut.;;14/10/2019;2
Perrot - Jacquet;0110111943;Roux;17/10/2019 10:17:06;AGR_201910170SKI;undefined_94df21ec-d368-440c-a08d-3ec5247a1497;271 Marty Zadkine;;19306;Raphaëlborough;36.96;t1;ABS;21589;OUI;Muller;17/10/2019 10:39:46;17/10/2019 10:57:16;22/10/2019 09:09:20;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 759696376;;Aut nemo magni et aut et. A voluptates quis praesentium dolores eum repellat. Qui sapiente nostrum sequi consectetur et accusamus laboriosam odit doloribus. Voluptatem beatae tempore eum eum et voluptatem tempore. Est fuga eos ipsum nobis laudantium iure est ex minima.;;02/11/2019;1
Lambert, Giraud and Rolland;+33 318862176;Vincent;11/10/2019 17:46:18;AGR_201910111DD6;undefined_1dd64af5-1882-49b1-a5ee-b5669dcfdee6;41886 Lemoine de l'Odéon;;54475;Martinezhaven;97.03;t2;ABS;81176;OUI;Colin;11/10/2019 19:33:57;15/10/2019 17:16:53;16/10/2019 15:14:05;OUI;;14/10/2019 09:39:33;;Terminé;ACCEPTE;OUI;+33 564953294;;Nesciunt repellendus omnis non autem nihil molestiae doloribus qui officiis. Quidem ducimus in omnis molestiae consequatur voluptatum expedita. Accusamus harum quasi. Molestiae quaerat aut sed iure incidunt.;;01/11/2019;1
Barre GIE;0195571933;Fernandez;14/10/2019 16:59:16;AGR_201910141B6S;undefined_e05561a9-a6d4-4650-bc87-e646707bcc0c;263 Alicia Marcadet;;04003;Guerinland;284.38;t1;ABS;8014;OUI;Thomas;14/10/2019 17:06:49;15/10/2019 17:22:22;16/10/2019 14:43:08;OUI;;15/10/2019 15:54:04;;Terminé;ACCEPTE;OUI;+33 169044624;;Ratione aperiam delectus sequi necessitatibus rerum mollitia et. Expedita rerum architecto est vitae porro. Atque sit officia non pariatur laudantium et inventore.;;20/10/2019;1
Morel - Marchand;+33 592336097;Gaillard;21/10/2019 10:38:51;AGR_201910210TKR;undefined_60414c16-2806-4cb4-938f-d1e40bb1da03;5238 Perrot de Presbourg;;09260;Alexisville;642.66;t3;ABS;91219;OUI;Riviere;21/10/2019 11:31:27;21/10/2019 11:43:11;22/10/2019 09:24:33;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 764868610;;Sint quia quae sed praesentium maiores et quos qui officiis. Aliquam rerum voluptatibus labore. Aut quia aliquid pariatur non repellat. Quo sit quibusdam qui nesciunt omnis et veniam dignissimos ab.;;28/10/2019;1
Denis EURL;+33 295245622;Lambert;15/10/2019 16:43:09;AGR_201910151AFX;C025059N_4c409be0-9b0c-4e8d-907b-127bbfb432d8;2363 Perez de Vaugirard;;97338;Léashire;452.94;t2;ABS;78048;NON;Renaud;17/10/2019 15:48:22;21/10/2019 16:17:04;22/10/2019 09:32:20;OUI;;16/10/2019 16:59:36;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 391887522;;Occaecati maiores autem tenetur alias provident suscipit id quia. Voluptate id maiores est eaque temporibus voluptas est quidem officia. Distinctio consequatur expedita a. Officiis facere ducimus maiores quod qui iure saepe et. Et exercitationem consequuntur nesciunt impedit. Magni porro autem quasi fuga delectus neque.;;01/11/2019;2
Simon - Lucas;0526547721;Royer;18/10/2019 10:33:30;AGR_201910180TBU;undefined_bb8d7a00-a88c-4ab7-a3b0-b574dcb8ab97;5134 Lefebvre Delesseux;;35543;Océaneville;371.06;t3;ABS;33919;OUI;Martin;18/10/2019 11:35:41;21/10/2019 16:59:13;22/10/2019 09:52:28;OUI;;21/10/2019 09:54:19;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0787045129;;Aperiam quisquam voluptate dolorum qui odit aut sed officia quasi. Saepe officiis sed. Sequi omnis excepturi repellat provident est quod eaque exercitationem ipsam.;;31/10/2019;1
Barre EURL;+33 422916963;Martinez;21/10/2019 15:29:32;AGR_201910211718;undefined_b9665186-3087-4bcc-94f8-93483cbf55b0;71193 Baptiste Montorgueil;;76971;Lake Romainfort;684.28;t2;ABS;89608;OUI;Arnaud;21/10/2019 15:41:59;21/10/2019 15:56:26;22/10/2019 10:10:13;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 658229294;;Impedit enim rerum adipisci. Natus repellat facilis iste. Tempora magni sit mollitia quas.;;21/10/2019;1
Dupuis - Clement;+33 326466036;Colin;19/10/2019 16:56:01;AGR_201910191B1D;undefined_4e638a00-e759-4e72-a4af-e23d9c5874cc;46588 Louise de l'Odéon;;05745;Charlottefurt;446.12;f2;ABS;86217;OUI;Garnier;21/10/2019 10:08:27;21/10/2019 10:26:28;22/10/2019 10:10:38;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0163429643;;Deserunt modi quo nostrum possimus facilis. Sed saepe et dolorem sed incidunt fugit dolorem. Eum rerum maxime architecto ea autem voluptas. Ab temporibus impedit rerum quia quis accusamus. Labore a a blanditiis eos ex. Et architecto sequi velit.;;21/10/2019;1
Charpentier, Vincent and David;0471214196;Arnaud;02/09/2019 15:03:20;AGR_2019090215TK;14481Q_1e7b2803-ca3a-4042-9dfd-d2843b0518ef;30275 Lucas Vaneau;;43656;East Ambrebury;470.97;t3;ABS;67328;OUI;Barre;03/09/2019 10:59:14;;;NON;;;;Terminé;ABANDONNE;NON;0318648313;;Ratione est aut nisi. Doloremque similique optio voluptas dolorum libero assumenda esse. Rerum exercitationem maiores qui maxime et modi voluptates.;;03/09/2019;1
Lefevre SEM;+33 285337297;Maillard;18/10/2019 14:52:44;AGR_2019101812JW;undefined_f74fea2e-1bbb-4c60-97fc-a861a6c95f79;476 Lucas de la Pompe;;56715;Lake Mathilde;481.51;f1;ABS;49324;OUI;Perrot;18/10/2019 15:10:23;21/10/2019 13:35:02;22/10/2019 10:25:21;OUI;;21/10/2019 09:50:04;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0116585688;;Aut sunt deleniti officiis mollitia molestiae dolores autem recusandae voluptatem. Animi natus et. Reprehenderit voluptatem ut velit ea voluptas quod. Omnis qui rem et alias quo blanditiis. Quis nihil quis pariatur earum ut.;;01/12/2019;1
Francois EURL;+33 747697967;Schneider;18/10/2019 12:35:29;AGR_201910180YZ5;C100042R_8d3615b9-9bf6-4a1f-a8c4-5a2015985e06;1697 Benoit des Lombards;;58567;South Thomas;260.13;f2;ABS;6780;OUI;Guillot;18/10/2019 13:35:07;21/10/2019 18:18:40;22/10/2019 10:26:06;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 360510785;;Minus ut deleniti nemo ea vel dolores eius iste praesentium. Cupiditate pariatur cum dolorem sequi et. Ut et facilis esse. Ut sed quos est sequi ullam. Est quia voluptatem.;;05/12/2019;1
Roux EURL;0498829633;Roger;17/10/2019 10:56:54;AGR_201910170UEU;C014133M_cf6a5e8a-2cfc-4943-8b9e-f306c41bd329;6110 Zoe de la Victoire;;94287;North Romainfurt;767.74;f1;ABS;84346;NON;Fabre;21/10/2019 16:57:17;21/10/2019 17:13:02;22/10/2019 10:36:35;OUI;;18/10/2019 17:29:05;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 194426860;;Voluptatem animi quia et rerum autem. Nostrum voluptates eius. Deserunt enim maiores quidem doloremque. Aspernatur perferendis officiis magnam est est et eligendi. Expedita et omnis eos aspernatur voluptatem eos laborum.;;01/11/2019;1
Legrand, Gautier and Robert;+33 584568200;Olivier;19/09/2019 18:26:58;AGR_201909191F8Y;016614J_070b5d83-39e1-4e92-8238-f2329050fcdc;04529 Ethan de Nesle;;24261;Dumasfurt;745.68;f1;ABS;36377;OUI;Nicolas;20/09/2019 12:38:45;20/09/2019 12:56:38;23/09/2019 12:18:51;OUI;;;;Terminé;ACCEPTE;OUI;+33 768682575;;Ipsa omnis expedita omnis soluta voluptatem voluptatum voluptatem dolores. Dolores cumque eaque ab error non quos dicta debitis error. Eos aliquid molestias illum doloremque accusantium tempora.;;23/10/2019;1
Gerard, Guillot and Marchal;+33 322040330;Garcia;22/10/2019 10:01:34;AGR_201910220RUM;C027606X_dd7c3351-5780-4392-8376-d41b8bd91839;955 Philippe de la Victoire;;76198;West Nicolas;497.31;f2;ABS;86235;OUI;Barbier;22/10/2019 10:23:48;22/10/2019 10:30:23;22/10/2019 11:21:23;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0784077655;;Perferendis aut esse qui modi. Iste accusamus totam voluptatum. Doloremque quod nam qui et totam ullam. Possimus excepturi assumenda expedita id odio perferendis neque perferendis et. Illo dolores non nostrum aliquam ut molestiae a. Repellendus dolor vel.;;18/10/2019;1
Guerin - Schmitt;+33 290285114;Lemaire;18/10/2019 16:47:36;AGR_201910181ANC;undefined_61863a19-bcba-4757-b2f2-09887d946be0;07924 Laine Mouffetard;;93158;Dupuisborough;355.48;t3;ABS;29981;OUI;Poirier;18/10/2019 17:38:06;18/10/2019 18:07:00;22/10/2019 11:57:04;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 561855711;;Minus nihil explicabo omnis modi porro dolore vero. Tempore ratione quia. Voluptas ipsam rerum amet molestiae. Id iure corrupti adipisci consequuntur et nihil aut.;;01/12/2019;3
Noel SARL;0409929424;Pierre;21/10/2019 11:03:30;AGR_201910210UPU;C110151E_bfc9543b-6a0c-452d-a8cf-9bf89b31298e;94553 Lecomte de la Ferronnerie;;74948;Laurentshire;893.48;t1;ABS;64835;NON;Marty;22/10/2019 10:53:56;22/10/2019 11:20:52;22/10/2019 12:18:05;OUI;;21/10/2019 14:29:04;;Terminé;REFUSE;NON;0314125212;TAUX EFF;Ratione enim nemo facere soluta. Inventore dignissimos ut numquam et assumenda dolor odit nulla eaque. Et dolore ipsa reprehenderit quos qui sed sint. Et voluptate facilis veniam vel quibusdam deleniti. Nostrum porro architecto molestias. Autem sit omnis aut animi totam temporibus ut.;;01/11/2019;1
Adam, Meyer and Girard;+33 335654278;Martin;02/10/2019 12:44:55;AGR_201910020ZEV;620_c75eea42-9dec-4dc9-b54d-7a60c5764d39;03644 Nicolas de la Bûcherie;;82090;Aliceberg;793.72;f1;ABS;48112;OUI;Huet;02/10/2019 15:55:52;02/10/2019 16:03:08;02/10/2019 16:58:09;OUI;;;;Terminé;ACCEPTE;OUI;+33 749412971;;Consectetur incidunt magni saepe. Sequi et quibusdam eius molestiae accusamus. Dolorum repudiandae eligendi quibusdam distinctio animi.;;22/10/2019;3
Clement SCOP;+33 147873824;Berger;21/10/2019 11:58:50;AGR_201910210XA2;C001660E_e0c0d4f2-c7d2-42b1-a2c3-7b0f753cfb3a;164 Lina de Montmorency;;42449;South Clémentside;401.78;t3;ABS;74580;OUI;Garcia;21/10/2019 13:04:15;21/10/2019 18:22:21;22/10/2019 12:23:55;OUI;;;;Terminé;REFUSE;NON;+33 448909482;TAUX EFF;Ea consectetur nemo quas laborum corporis laudantium. Error quasi aut eligendi et voluptatem placeat amet deserunt ut. Repudiandae nesciunt est aliquam voluptatem laudantium.;;21/10/2019;2
Brunet - Legrand;0275859669;Carre;22/10/2019 09:39:43;AGR_201910220QU7;undefined_d54b464d-c70a-4163-9392-d386cc3c93eb;23550 Colin Montorgueil;;26892;South Ambre;444.14;t1;ABS;21423;OUI;Guyot;22/10/2019 09:45:09;22/10/2019 09:50:25;22/10/2019 12:28:31;OUI;;;;Terminé;REFUSE;NON;+33 382260658;TAUX EFF;Ut illum maiores quam earum. Officiis sint quo animi debitis quas repellat eos nesciunt sunt. Et sit odio nesciunt saepe mollitia. Ullam quis qui.;;01/11/2019;1
Martinez - Julien;0294031728;Da silva;22/10/2019 10:02:19;AGR_201910220RVV;undefined_2b5e6a6b-b0a6-4a4f-8bef-26d5d1fd9bf5;3872 Chevalier des Grands Augustins;;87367;West Inesland;429.29;t1;ABS;11949;OUI;Lopez;22/10/2019 10:15:11;22/10/2019 10:17:54;22/10/2019 12:31:57;OUI;;;;Terminé;REFUSE;NON;0407480818;TAUX EFF;Hic animi dolores cum ducimus. Dicta consequatur fugit. Deleniti eos fugit est velit.;;10/11/2019;1
Huet SCOP;0315916294;Roy;21/10/2019 13:01:04;AGR_20191021105S;C013576G_72caa8da-cbfe-4658-b706-ea59dfe8c2d2;18771 Jeanne des Saussaies;;04360;Bernardville;610.41;t3;ABS;6263;OUI;Julien;21/10/2019 13:16:25;21/10/2019 13:25:57;22/10/2019 14:07:55;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0524046884;;Inventore reiciendis ab non laboriosam. Culpa minus illo sint. Eius doloremque fuga doloremque neque odit modi deleniti quam necessitatibus.;;09/10/2019;1
Fontaine, Dupont and Brunet;0193346694;Lefebvre;01/10/2019 16:10:57;AGR_2019100118Y9;undefined_2f0caab8-1920-42eb-bdd9-90e12898b52e;86132 Alexis des Lombards;;28192;North Alexandremouth;389.19;t1;ABS;61114;OUI;Roy;02/10/2019 12:21:54;09/10/2019 13:19:24;22/10/2019 14:10:13;OUI;;09/10/2019 09:54:21;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0721450209;;Est quae aliquid vel non. Laudantium iste ipsum ab. Temporibus eum labore eveniet adipisci delectus velit accusantium sunt maxime. Fugiat et dolor. Sed omnis impedit facilis enim facere. Illum reprehenderit veritatis facilis aliquam ratione aliquid voluptates voluptas.;;02/10/2019;1
Sanchez - Dupuy;+33 312104356;Marchand;22/10/2019 11:39:27;AGR_201910220WDR;undefined_85a7216e-2fa2-4823-a08c-3d880b10f7d6;48152 Boyer Saint-Dominique;;32270;New Julesside;15.49;f2;ABS;47973;OUI;Prevost;22/10/2019 12:33:21;22/10/2019 12:40:37;22/10/2019 14:18:04;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 463569931;;Eum blanditiis dolorem minus laborum molestias. Ad fuga facilis ut harum ad. Numquam vero odio veniam sint consectetur alias et. Rerum sed inventore dicta minima est commodi. Et quam in minus suscipit omnis et iusto maxime tenetur. Facere quidem ut laborum ea qui rerum perspiciatis vitae rem.;;13/11/2019;2
Paul SA;0525612119;Louis;22/10/2019 10:33:50;AGR_201910220TCE;undefined_a3c5d9f5-13c7-4186-ba9f-42d734651e52;29080 Francois des Lombards;;54128;Lucieside;565.92;t1;ABS;24690;OUI;Brun;22/10/2019 10:49:42;22/10/2019 13:23:34;22/10/2019 14:21:17;OUI;;22/10/2019 12:54:20;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0381702252;;Temporibus ut id et sed est. Placeat sed ut. Non iusto animi autem et in. Eaque rem facilis rerum.;;15/11/2019;2
Roger GIE;+33 201194821;Dumas;15/10/2019 10:08:26;AGR_201910150S62;undefined_e1c56abe-2ff4-4f63-a06c-42461345a8ed;63598 Jade Lepic;;39600;New Valentinfurt;29.65;f1;ABS;36272;OUI;Roux;15/10/2019 10:19:27;15/10/2019 10:22:19;22/10/2019 14:33:41;OUI;;;;Terminé;REFUSE;NON;+33 547036085;TAUX EFF;Qui repellat numquam. Quia nam atque quo corporis voluptatem illo temporibus. Deleniti aut reiciendis.;;15/10/2019;1
Aubert, Renault and Duval;+33 530619457;Mercier;16/10/2019 09:47:12;AGR_201910160R6O;undefined_d4c5819d-87d5-407d-8a45-849c42389fbd;0420 Evan des Saussaies;;45014;South Juliette;113.58;t2;ABS;46158;OUI;Robin;16/10/2019 11:06:32;16/10/2019 11:16:04;22/10/2019 14:41:18;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;0551696667;;Necessitatibus voluptatibus atque eaque adipisci rerum. Ad expedita sit aliquam nam hic ipsam. Sit voluptatem vel et qui voluptate et delectus at. Eum natus quis sit numquam adipisci iusto repudiandae et. Hic natus placeat et reiciendis excepturi. Earum dolores dolores dolorem corporis voluptatem quaerat.;;26/10/2019;1
Bernard - Lacroix;+33 106684295;Perrin;22/10/2019 11:08:53;AGR_201910220UYT;undefined_f0f4badc-b3a2-425c-bf9a-ade2402c6560;839 Lecomte de Paris;;77227;Robinfort;216.28;f2;ABS;35056;OUI;Bertrand;22/10/2019 11:43:49;22/10/2019 11:48:25;22/10/2019 14:53:02;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 235630572;;Exercitationem commodi possimus. Officia temporibus sunt itaque pariatur accusantium eum voluptatibus. Eveniet aut placeat. Expedita molestias dolorum iure. Deleniti molestiae distinctio quia ut ut magni quis. Asperiores explicabo eum et culpa doloremque sunt exercitationem molestiae tenetur.;;02/11/2019;1
Jacquet - Marie;0680393782;Garnier;22/10/2019 12:18:49;AGR_201910220Y7D;undefined_8379ba56-be91-4ab9-830a-1baf7ef54554;501 Léa de l'Odéon;;85136;Meyerfort;177.17;t1;ABS;36192;OUI;Giraud;22/10/2019 13:45:48;22/10/2019 14:03:54;22/10/2019 14:54:15;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 119113661;;Sed est ducimus suscipit provident omnis. Ut quae ut. Quo ad quas eaque qui. Ad impedit sequi nam totam. Accusamus tenetur quo. Sed et distinctio voluptates.;;22/10/2019;1
Richard, Lacroix and Sanchez;0324132178;Lopez;25/09/2019 18:04:55;AGR_201909251E87;22887_afae840f-627a-4f94-a520-a1ba96b9cb30;06325 Sarah des Grands Augustins;;26430;East Lina;292.81;t1;ABS;72287;OUI;Roche;26/09/2019 15:12:27;30/09/2019 11:18:39;02/10/2019 17:18:36;OUI;;27/09/2019 17:41:05;;Terminé;ACCEPTE;OUI;+33 304386229;;Maiores nihil enim voluptate et. Voluptatibus facilis quos ut quia hic architecto qui. Quod ut et rerum.;;04/10/2017;1
Martin, Maillard and Collet;0754702623;Guerin;25/07/2019 12:41:21;AGR_201907250Z8X;015404T_f0c6e7e6-68a4-419c-8a63-0dfebe1c2d10;41814 Arthur de Nesle;;69236;East Jade;379.54;t2;ABS;25095;NON;Lambert;26/07/2019 16:09:01;26/07/2019 16:40:16;29/07/2019 16:12:10;OUI;;26/07/2019 11:31:09;;Terminé;ACCEPTE;OUI;+33 290811369;;Suscipit magni et temporibus dolorum accusamus facilis laudantium. Corporis quaerat dolore ducimus praesentium possimus aut. Rem minus facilis animi necessitatibus nihil repellat velit ducimus alias. Commodi deserunt molestiae fugit incidunt iusto voluptate ut est. Voluptates et eligendi architecto exercitationem necessitatibus.;;01/10/2019;2
Faure, Prevost and Michel;+33 519710645;Henry;22/10/2019 12:01:45;AGR_201910220XEX;undefined_f3adac0b-4743-4056-b949-f56f79091b85;32076 Charlotte de Paris;;29017;West Maxence;151.68;t3;ABS;20456;OUI;Le gall;22/10/2019 13:08:00;22/10/2019 13:33:23;22/10/2019 16:10:10;OUI;;;;Réponse Agence;ACCEPTE;ATTENTE RETOUR AGENCE;+33 143208839;;Laudantium voluptates magnam qui veritatis ut rem commodi. Adipisci eligendi ut quibusdam dolores. Facere dolor fugiat nesciunt error sit nesciunt laborum. Error accusantium labore quia vitae non nulla itaque at. Perferendis omnis ut non. Est rem et aut et facilis in aut nemo reprehenderit.;;06/12/2019;2
